iata;oaci;continent;latitude;longitude;municipality;country
NPA;KNPA;NA;30.352.699;'-87.318604;Pensacola;US
NPE;NZNR;OC;'-39.465801;176.869.995;Napier;NZ
NPH;;NA;3.973.681;'-111.870063;Nephi;US
NPL;NZNP;OC;'-39.00859832763672;1.741.790.008.544.920;New Plymouth;NZ
NPO;WIOG;AS;'-0.34864;111.746.155;Nanga Pinoh-Borneo Island;ID
NPP;;OC;'-22.5312;1.327.632;Napperby;AU
NPR;SJNP;SA;'-7.125833;'-55.400833;Novo Progresso;BR
NPT;KUUU;NA;41.532.398;'-71.281502;Newport;US
NPU;;SA;8.289.325;'-76.375006;San Pedro de Urabá;CO
NPY;HTMP;AF;'-6.355374;31.084.116;Mpanda;TZ
NQA;KNQA;NA;35.356.701;'-89.8703;Millington;US
NQI;KNQI;NA;275.072.002.411;'-97.8097000122;Kingsville;US
NQL;SWNQ;SA;'-14.434869;'-48.491615;Niquelândia;BR
NQN;SAZN;SA;'-38.949001;'-68.155701;Neuquen;AR
NQT;EGBN;EU;52.919.998;'-1.07917;Nottingham;GB
NQU;SKNQ;SA;5.710.348;'-77.261868;Nuquí;CO
NQX;KNQX;NA;2.457.579.994;'-81.68890381;Key West;US
NQY;EGHQ;EU;50.440.601;'-4.99541;Newquay;GB
NQZ;UACC;AS;51.027.035;71.467.094;Astana;KZ
NRA;YNAR;OC;'-34.7022018433;146.511.993.408;Narrandera;AU
NRB;KNRB;NA;303.911;'-81.424698;Jacksonville;US
NRD;EDWY;EU;53.706.944;7.23;Norderney;DE
NRE;WAPG;AS;'-3.85522;126.700.902;Namrole;ID
NRG;YNRG;OC;'-32.93;117.080.002;Narrogin;AU
NRI;;NA;36.577.598.571.777;'-94.86190032959;Afton;US
NRK;ESSP;EU;58.586.299.896.240.200;16.250.600.814.819.300;Norrköping;SE
NRL;EGEN;EU;593.675.003.052;'-2.43443989754;North Ronaldsay;GB
NRM;GANK;AF;1.522.913;'-7.261965;Nara;ML
NRN;EDLV;EU;516.024.017.334;614.216.995.239;Weeze;DE
NRR;TJRV;NA;182.453;'-65.643402;Ceiba;PR
NRS;KNRS;NA;325.667;'-117.116997;Imperial Beach;US
NRT;RJAA;AS;35.764.702;140.386.002;Narita;JP
NSB;;NA;25.767;'-79.25;Bimini;BS
NSE;KNSE;NA;307.241.993;'-87.02189636;Milton;US
NSH;OINN;AS;36.664.286;5.146.273;Nowshahr;IR
NSI;FKYS;AF;372.256;115.533;Yaoundé;CM
NSK;UOOO;AS;6.931.109.619.140.620;8.733.219.909.667.960;Norilsk;RU
NSL;KDVP;NA;43.986.801;'-95.7826;Slayton;US
NSM;YNSM;OC;'-32.203;121.758.127;Norseman;AU
NSN;NZNS;OC;'-41.298302;173.220.993;Nelson;NZ
NSO;YSCO;OC;'-32.038012;150.831.966;;AU
NSQ;;NA;74.109.853;'-57.065037;Nuussuaq;GL
NSR;;SA;'-9.083392;'-42.644656;São Raimundo Nonato;BR
NST;VTSF;AS;8.539.620.399.475.090;999.447.021.484.375;Nakhon Si Thammarat;TH
NSV;YNSH;OC;'-26.423177;153.064.935;;AU
NTB;ENNO;EU;59.565.071;9.213.152;Notodden;NO
NTC;;AF;'-21.614999771118;35.338.001.251.221;Santa Carolina;MZ
NTD;KNTD;NA;34.120.300.293;'-119.121002197;Point Mugu;US
NTE;LFRS;EU;47.153.198;'-1.61073;Nantes;FR
NTG;ZSNT;AS;32.073.566;120.980.076;Nantong (Tongzhou);CN
NTI;;AS;'-2.1033;1.335.164;Bintuni;ID
NTJ;;NA;3.932.910.156;'-111.6149979;Manti;US
NTL;YWLM;OC;'-32.79499816894531;15.183.399.963.378.900;Williamtown;AU
NTN;YNTN;OC;'-17.68409;141.069.664;Normanton;AU
NTO;GVAN;AF;17.202.800.750.732.400;'-25.090599060058594;Ponta do Sol;CV
NTQ;RJNW;AS;37.293.098;136.962.006;Wajima;JP
NTR;MMAN;NA;25.865.601;'-100.237;Monterrey;MX
NTT;NFTP;OC;'-15.977297;'-173.791089;Niuatoputapu;TO
NTU;KNTU;NA;36.820.702;'-76.033501;Virginia Beach;US
NTX;;AS;390.871;108.388;Ranai-Natuna Besar Island;ID
NTY;FAPN;AF;'-25.333799;27.173.401;Pilanesberg;ZA
NUB;YNUM;OC;'-14.2717;135.716.995;;AU
NUD;HSNH;AF;12.735.513;28.410.841;En Nahud;SD
NUE;EDDN;EU;49.498.699;11.078.056;Nuremberg;DE
NUH;;SA;5.65;'-72.2;Nunchia;CO
NUI;PAQT;NA;70.209.999;'-151.005998;Nuiqsut;US
NUJ;OIHS;AS;35.211.601;486.534;Amirabad;IR
NUK;NTGW;OC;'-19.284613;'-138.768367;Nukutavake;PF
NUL;PANU;NA;64.729.301;'-158.074005;Nulato;US
NUP;;NA;60.905.591;'-162.440454;Nunapitchuk;US
NUQ;KNUQ;NA;374.161;'-122.049004;Mountain View;US
NUR;YNUB;OC;'-31.441699981689453;13.090.199.279.785.100;;AU
NUS;NVSP;OC;'-16.0797;167.401.001;Norsup;VU
NUU;HKNK;AF;'-0.298067;36.159.302;Nakuru;KE
NUW;KNUW;NA;48.351.799;'-122.655998;Oak Harbor;US
NUX;USMU;AS;6.606.939.697.265.620;7.652.030.181.884.760;Novy Urengoy;RU
NVA;SKNV;SA;295.015;'-75.294;Neiva;CO
NVD;KNVD;NA;378.521;'-94.304901;Nevada;US
NVI;UTSA;AS;40.117.199;65.170.799;Navoi;UZ
NVM;;SA;'-13.821021;'-56.038591;Nova Mutum;BR
NVN;;NA;39.818.501;'-120.352997;Beckwourth;US
NVP;SWNA;SA;'-5.11803;'-60.364899;Novo Aripuanã;BR
NVS;LFQG;EU;47.002.913;3.113.114;Marzy, Nièvre;FR
NVT;SBNF;SA;'-26.879431;'-48.650979;Navegantes;BR
NVY;VONV;AS;11.612.956;79.527.382;Neyveli;IN
NWA;FMCI;AF;'-12.2981;43.766.399;Fomboni;KM
NWH;;NA;433.881;'-72.189301;Newport;US
NWI;EGSH;EU;526.758;128.278;Norwich, Norfolk;GB
NYA;USHN;EU;62.110.001;65.614.998;Nyagan;RU
NYE;HKNI;AF;'-0.364414;36.978.485;Nyeri;KE
NYG;KNYG;NA;38.501.701;'-77.305298;Quantico;US
NYI;DGSN;AF;736.183;'-2.32876;Sunyani;GH
NYK;HKNL;AF;'-0.062399;37.041.008;Nanyuki;KE
NYM;USMM;AS;6.548.090.362.548.820;7.269.889.831.542.960;Nadym;RU
NYN;YNYN;OC;'-31.550645;147.202.973;;AU
NYO;ESKN;EU;58.788.601;16.912.201;Nyköping;SE
NYR;UENN;AS;63.296.703;118.341.953;Nyurba;RU
NYS;;NA;40.735.061;'-73.972814;New York;US
NYT;VYNT;AS;19.623.501;96.200.996;Pyinmana;MM
NYU;VYBG;AS;21.178.800.582.885.700;949.301.986.694.336;Nyaung U;MM
NYW;VYMY;AS;22.221.638;95.093.479;Monywar;MM
NZA;FNZG;AF;'-7.716939926149999;21.358.200.073.200.000;Nzagi;AO
NZC;SPZA;SA;'-14.854;'-74.961502;Nazca;PE
NZE;GUNZ;AF;7.810.413;'-8.702073;Nzérékoré;GN
NZG;;AS;558.008;109.595.001;Nizhneangarsk;RU
NZY;KNZY;NA;3.269.919.968;'-117.2149963;San Diego;US
OAG;YORG;OC;'-33.382014;149.131.262;Orange;AU
OAH;OASD;AS;333.913;62.261.002;Shindand;AF
OAI;OAIX;AS;34.946.098;69.264.999;Bagram;AF
OAJ;KOAJ;NA;34.829.201;'-77.612099;Richlands;US
OAK;KOAK;NA;37.720.085;'-122.221184;Oakland;US
OAL;SSKW;SA;'-11.496;'-61.4508;Cacoal;BR
OAM;NZOU;OC;'-44.970001;171.082.001;;NZ
OAN;MHEA;NA;15.505.556;'-86.574722;Olanchito;HN
OAR;KOAR;NA;3.668.190.002;'-121.762001;Marina;US
OAS;OASA;AS;3.312.575;68.838.517;Sharana;AF
OAX;MMOX;NA;17.000.814;'-96.72197;Oaxaca;MX
OAZ;OAZI;AS;31.848.735;64.223.175;Lashkar Gah;AF
OBC;HDOB;AF;11.967.000.007.629.300;43.266.998.291.015.600;Obock;DJ
OBD;;AS;'-3.9106;1.362.306;Obano;ID
OBE;KOBE;NA;27.262.800.216.699.900;'-80.8498001099;Okeechobee;US
OBF;EDMO;EU;48.081.402;112.831;Weßling;DE
OBI;SNTI;SA;'-1.867981;'-55.514596;Óbidos;BR
OBL;EBZR;EU;51.269.092;4.762.428;Zoersel;BE
OBN;EGEO;EU;56.463.501;'-5.39967;North Connel;GB
OBO;RJCB;AS;427.332.992.554;143.216.995.239;Obihiro;JP
OBS;LFHO;EU;44.544.367;4.372.194;Lanas, Ardèche;FR
OBU;PAOB;NA;669.123;'-156.897003;Kobuk;US
OBX;AYOB;OC;'-7.590622421369999;141.324.262.619;Obo;PG
OBY;;NA;70.488.229;'-21.97168;Ittoqqortoormiit;GL
OCA;;NA;25.325.399.398.804;'-80.274803161621;Key Largo;US
OCC;SECO;SA;'-0.462886;'-76.986801;Coca;EC
OCE;KOXB;NA;38.310.398.101.807;'-75.124000549316;Ocean City;US
OCF;KOCF;NA;2.917.259.979;'-82.22419739;Ocala;US
OCH;KOCH;NA;3.157.799.911;'-94.70950317;Nacogdoches;US
OCJ;MKBS;NA;18.404.079;'-76.969754;Boscobel;JM
OCN;KOKB;NA;33.217.947;'-117.351683;Oceanside;US
OCV;SKOC;SA;831.506;'-73.3583;Ocaña;CO
OCW;KOCW;NA;35.570.499.420.166;'-77.049797058105;Washington;US
ODA;FEFW;AF;8.010.560.035.705.560;2.239.859.962.463.370;Ouadda;CF
ODB;LEBA;EU;37.841.999;'-4.84888;Córdoba;ES
ODC;;NA;3.775.630.188;'-120.8000031;Oakdale;US
ODD;YOOD;OC;'-27.562473;135.442.946;;AU
ODE;EKOD;EU;55.475.307;10.327.206;Odense;DK
ODH;EGVO;EU;512.341;'-0.942825;Hook, Hampshire;GB
ODJ;FEGO;AF;8.899.999.618.530.270;22.783.000.946.044.900;Ouanda Djallé;CF
ODL;YCOD;OC;'-26.74530029296875;14.063.800.048.828.100;Cordillo Downs;AU
ODM;;NA;39.580.819;'-79.33573;Accident;US
ODN;WBGI;AS;3.976.087;115.067.303;Long Seridan;MY
ODO;UIKB;AS;57.866.100.311.299.900;114.242.996.216;Bodaybo;RU
ODR;YORV;OC;'-17.34079933166504;12.891.200.256.347.600;Ord River;AU
ODS;UKOO;EU;464.268;306.765;Odessa;UA
ODT;;NA;31.920.601;'-102.387001;Odessa;US
ODW;KOKH;NA;48.251.499.176;'-122.674003601;Oak Harbor;US
ODY;VLOS;AS;2.068.269.920.349.120;10.199.400.329.589.800;Oudomsay;LA
OEA;;NA;3.868.521;'-87.543138;Lawrenceville;US
OEC;WPOC;AS;'-9.19806;124.343.002;Oecussi-Ambeno;TL
OEM;SMPA;SA;3.346.051;'-55.443707;Paloemeu;SR
OEO;KOEO;NA;45.310.001;'-92.691902;Osceola;US
OER;ESNO;EU;6.340.829.849.243.160;18.989.999.771.118.100;Örnsköldsvik;SE
OES;SAVN;SA;'-40.7512;'-65.0343;San Antonio Oeste;AR
OFF;KOFF;NA;41.119.307;'-95.90851;Omaha;US
OFI;DIOF;AF;9.6;'-4.05;Ouango Fitini;CI
OFJ;BIOF;EU;66.083.298;'-18.6667;Ólafsfjörður;IS
OFK;KOFK;NA;41.985.500.335.693;'-97.435096740723;Norfolk;US
OFU;NSAS;OC;'-14.1844;'-169.669998;Ofu;AS
OGA;KOGA;NA;41.119.499;'-101.769997;Ogallala;US
OGB;KOGB;NA;33.456.798.553.467;'-80.859497070312;Orangeburg;US
OGD;KOGD;NA;41.195.899.963.379;'-112.0120010376;Ogden;US
OGG;PHOG;NA;20.896.263;'-156.431837;Kahului;US
OGL;;SA;680.628;'-58.1059;Ogle;GY
OGN;ROYN;AS;24.467.298;122.979.827;Yonaguni;JP
OGO;DIAU;AF;671.556;'-3.47028;Abengourou;CI
OGR;FTTB;AF;10.288.345;15.379.561;Bongor;TD
OGS;KOGS;NA;446.819;'-75.4655;Ogdensburg;US
OGU;LTCB;AS;40.966.872;38.085.995;Ordu;TR
OGX;DAUU;AF;319.172;541.278;Ouargla;DZ
OGZ;URMO;EU;43.205.101;44.606.602;Beslan;RU
OHA;NZOH;OC;'-40.20600128173828;17.538.800.048.828.100;;NZ
OHD;LWOH;EU;41.18;207.423;Ohrid;MK
OHH;UHSH;AS;53.516.446;142.881.426;Okha;RU
OHO;UHOO;AS;59.410.065;143.056.503;Okhotsk;RU
OHR;EDXY;EU;54.684.444;8.528.333;Wyk auf Föhr;DE
OHT;OPKT;AS;335.699.996.948;714.400.024.414;Kohat;PK
OIA;SDOW;SA;'-6.762992;'-51.04993;Ourilândia do Norte;BR
OIC;KOIC;NA;42.566.600.799.561;'-75.524101257324;Norwich;US
OIM;RJTO;AS;34.782.001.495.399.900;13.936.000.061;Izu Oshima;JP
OIR;RJEO;AS;420.717.010.498;139.432.998.657;Okushiri Island;JP
OIT;RJFO;AS;33.479.400.634.799.900;131.736.999.512;Oita;JP
OJC;KOJC;NA;3.884.759.903;'-94.73760223;Olathe;US
OKA;ROAH;AS;26.195.801;127.646.004;Naha;JP
OKB;YORC;OC;'-24.959400177002;15.331.500.244.141;Orchid Beach;AU
OKC;KOKC;NA;35.393.388;'-97.598248;Oklahoma City;US
OKD;RJCO;AS;43.117.447;14.138.134;Sapporo;JP
OKE;RJKB;AS;27.431.604;128.705.564;Wadomari;JP
OKF;FYOO;AF;'-19.1492;159.119;Okaukuejo;NA
OKG;;AF;'-1.4483300447464;15.073.300.361.633;Okoyo;CG
OKI;RJNO;AS;36.178.388;133.323.566;Okinoshima;JP
OKJ;RJOB;AS;34.756.901;133.854.996;Okayama;JP
OKK;KOKK;NA;40.528.198.242.188;'-86.05899810791;Kokomo;US
OKL;WAJO;AS;'-4.9071;1.406.277;Oksibil;ID
OKM;KOKM;NA;35.668.098.449.707;'-95.948699951172;Okmulgee;US
OKN;FOGQ;AF;'-0.665214;136.731;Okondja;GA
OKO;RJTY;AS;35.748.501;139.348.007;Fussa;JP
OKQ;WAKO;AS;'-8.0946;1.397.233;Okaba;ID
OKR;YYKI;OC;'-9.752801;143.405.673;Yorke Island;AU
OKS;KOKS;NA;41.401.001;'-102.355003;Oshkosh;US
OKT;UWUK;AS;54.439.999;53.388.302;Kzyl-Yar;RU
OKU;FYMO;AF;'-18.812799;17.059.401;Mokuti Lodge;NA
OKY;YBOK;OC;'-27.409262;151.736.727;;AU
OLA;ENOL;EU;6.369.889.831.542.960;9.604.000.091.552.730;Ørland;NO
OLB;LIEO;EU;40.898.701;951.763;Olbia (SS);IT
OLC;SDCG;SA;'-3.46907;'-68.921056;São Paulo De Olivença;BR
OLD;KOLD;NA;44.952.801;'-68.674301;Old Town;US
OLE;KOLE;NA;42.241.199;'-78.371399;Olean;US
OLF;KOLF;NA;48.094.501;'-105.574997;Wolf Point;US
OLH;;NA;57.218.102;'-153.270004;Old Harbor;US
OLI;BIRF;EU;649.114;'-23.823099;Rif;IS
OLJ;NVSZ;OC;'-14.881699562099998;166.557.998.657;Olpoi;VU
OLK;SGOL;SA;'-21.045724;'-57.882935;Fuerte Olimpo;PY
OLM;KOLM;NA;46.969.399;'-122.903;Olympia;US
OLN;SAVM;SA;'-45.5752;'-69.077;Sarmiento;AR
OLO;LKOL;EU;49.587.712;17.209.275;Olomouc;CZ
OLP;YOLD;OC;'-30.483861;136.876.699;Olympic Dam;AU
OLR;OASL;AS;333.638;699.561;Khost;AF
OLS;KOLS;NA;314.177;'-110.848;Nogales;US
OLU;KOLU;NA;41.448.145;'-97.340174;Columbus;US
OLV;KOLV;NA;349.786.987.305;'-89.78690338130001;Olive Branch;US
OLX;;AF;'-1.408586;35.110.689;Olkiombo;KE
OLY;KOLY;NA;38.721.802;'-88.176399;Olney-Noble;US
OLZ;UEMO;AS;60.401.833;120.476.094;Olyokminsk;RU
OMA;KOMA;NA;413.032;'-95.894096;Omaha;US
OMB;FOOH;AF;'-1.57473;926.269;Omboue;GA
OMC;RPVO;AS;11.057.715;124.565.622;Ormoc City;PH
OMD;FYOG;AF;'-28.5847;16.446.699;Oranjemund;NA
OME;PAOM;NA;6.451.219.940.185.540;'-165.44500732421875;Nome;US
OMF;OJMF;AS;323.564;36.259.201;Mafraq;JO
OMG;FYOE;AF;'-18.0303;22.189.699;Omega;NA
OMH;OITR;AS;376.680.984.497;450.686.988.831;Urmia;IR
OMI;OIAJ;AS;30.835.199;49.534.901;Omidiyeh;IR
OMK;KOMK;NA;484.644.012.451;'-119.517997742;Omak;US
OMM;OOMX;AS;18.138.999;55.179.005;Marmul;OM
OMO;LQMO;EU;43.282.901.763.916.000;1.784.589.958.190.910;Mostar;BA
OMR;LROD;EU;47.025.299.072.265.600;2.190.250.015.258.780;Oradea;RO
OMS;UNOO;AS;5.496.699.905.395.500;7.331.050.109.863.280;Omsk;RU
ONA;KONA;NA;44.077.202;'-91.708298;Winona;US
OND;FYOA;AF;'-17.878201;159.526;Ondangwa;NA
ONG;YMTI;OC;'-16.662500381469727;13.917.799.377.441.400;;AU
ONH;;NA;425.247;'-75.0644;Oneonta;US
ONI;WABD;AS;'-4.00659;136.037.704;Moanamani;ID
ONJ;RJSR;AS;40.191.898;140.371.002;Kitaakita;JP
ONK;UERO;EU;68.514.999;112.480.003;Olenyok;RU
ONL;KONL;NA;42.468.916;'-98.686989;O'Neill;US
ONM;KONM;NA;34.022.499;'-106.903;Socorro;US
ONO;KONO;NA;440.198;'-117.013289;Oregon;US
ONP;KONP;NA;44.580.399;'-124.057999;Newport;US
ONQ;LTAS;AS;41.506.401;320.886;Zonguldak;TR
ONR;YMNK;OC;'-24.816699981689453;1.405.330.047.607.420;;AU
ONS;YOLW;OC;'-21.670161;115.114.902;;AU
ONT;KONT;NA;34.056;'-117.600998;Ontario;US
ONU;NFOL;OC;'-20.6589;'-178.7411;Ono-i-Lau;FJ
ONX;MPEJ;NA;935.664;'-79.867401;Colón;PA
ONY;KONY;NA;33.350.899;'-98.819199;Olney;US
OOA;KOOA;NA;412.262;'-92.493896;Cedar;US
OOK;PAOO;NA;60.541.401;'-165.087006;Toksook Bay;US
OOL;YBCG;OC;'-28.165962;153.506.641;Gold Coast;AU
OOM;YCOM;OC;'-36.300445;148.972.408;Cooma;AU
OOR;YMOO;OC;'-25.25;14.098.300.170.898.400;;AU
OOT;NGON;OC;'-1.79611;175.526.001;Onotoa;KI
OPA;BIKP;EU;66.310.799;'-16.4667;Kópasker;IS
OPF;KOPF;NA;25.907;'-80.278397;Miami;US
OPI;YOEN;OC;'-12.325;133.005.997;;AU
OPL;KOPL;NA;30.558.399;'-92.099403;Opelousas;US
OPO;LPPR;EU;412.481.002.808;'-8.68138980865;Porto;PT
OPP;;SA;'-0.696111;'-47.336111;Salinópolis;BR
OPS;SBSI;SA;'-11.885001;'-55.586109;Sinop;BR
OPU;AYBM;OC;'-8.05000019073;142.932.998.657;Balimo;PG
OQN;;AS;40.447.183;70.989.144;Kokand;UZ
ORA;SASO;SA;'-23.1528;'-64.329201;Orán;AR
ORB;ESOE;EU;5.922.370.147.705.070;15.038.000.106.811.500;Örebro;SE
ORC;SKOE;SA;479.222;'-71.3564;Orocue;CO
ORD;KORD;NA;419.786;'-87.9048;Chicago;US
ORE;LFOZ;EU;47.897.758;2.164.478;Saint-Denis-de-l'Hôtel, Loiret;FR
ORF;KORF;NA;36.895.341;'-76.201;Norfolk;US
ORG;SMZO;SA;5.811.131;'-55.1913;Paramaribo;SR
ORH;KORH;NA;422.673;'-71.875702;Worcester;US
ORI;;NA;57.884.905;'-152.847719;Port Lions;US
ORJ;SYOR;SA;472.527;'-60.035;Orinduik;GY
ORK;EICK;EU;51.841.301;'-8.49111;Cork;IE
ORL;KORL;NA;285.455;'-81.332901;Orlando;US
ORM;EGBK;EU;52.305.302;'-0.793056;Northampton, Northamptonshire;GB
ORN;DAOO;AF;35.623.901;'-0.621183;Es-Sénia;DZ
ORP;FBOR;AF;'-21.265901;25.319.667;Orapa;BW
ORR;YYOR;OC;'-35.003564;137.619.295;;AU
ORT;PAOR;NA;629.613;'-141.929001;Northway;US
ORU;SLOR;SA;'-17.962601;'-67.076202;Oruro;BO
ORV;PFNO;NA;66.817.902;'-161.018997;Noorvik;US
ORW;OPOR;AS;25.276.625;64.588.343;Ormara Raik;PK
ORX;SNOX;SA;'-1.71408;'-55.836201;Oriximiná;BR
ORY;LFPO;EU;4.872.333;237.944;Paris (Orly, Val-de-Marne);FR
ORZ;;NA;18.046.767;'-88.583858;Orange Walk;BZ
OSB;;NA;381.105;'-92.680496;Osage Beach;US
OSC;KOSC;NA;44.451.599;'-83.394096;Oscoda;US
OSD;ESNZ;EU;63.194.135;14.500.322;Östersund;SE
OSF;UUMO;EU;55.511.667;37.507.222;Moscow;RU
OSH;KOSH;NA;4.398.440.170.288.080;'-88.55699920654297;Oshkosh;US
OSI;LDOS;EU;45.462.355;18.811.278;Klisa;HR
OSK;ESMO;EU;57.350.498;16.497.999;Oskarshamn;SE
OSL;ENGM;EU;60.193.901;111.004;Oslo (Gardermoen);NO
OSM;ORBM;AS;36.305.801;431.474;Mosul;IQ
OSN;RKSO;AS;37.091.457;127.029.448;Pyeongtaek;KR
OSO;YOSB;OC;'-22.0816993713;140.554.992.676;;AU
OSR;LKMT;EU;49.696.301;18.111.099;Mošnov;CZ
OSS;UCFO;AS;40.609.001;72.793.297;Osh;KG
OST;EBOS;EU;511.998;2.874.673;Oostende;BE
OSU;KOSU;NA;400.798;'-83.072998;Columbus;US
OSW;UWOR;AS;51.072.498;585.956;Orsk;RU
OSX;KOSX;NA;33.090.302;'-89.542;Kosciusko;US
OSY;ENNM;EU;64.472.198;115.786;Namsos;NO
OTC;FTTL;AF;13.443.574;14.739.254;Bol;TD
OTD;;NA;862.876;'-79.034698;Contadora Island;PA
OTG;KOTG;NA;4.365.477;'-95.577364;Worthington;US
OTH;KOTH;NA;4.341.709.899.902.340;'-124.24600219726562;North Bend;US
OTI;;AS;204.599;128.324.997;Gotalalamo-Morotai Island;ID
OTJ;FYOW;AF;'-20.4347;16.660.801;Otjiwarongo;NA
OTK;KTMK;NA;454.182.014.465;'-123.814002991;Tillamook;US
OTL;GQNB;AF;1.752.832;'-14.71412;Boutilimit;MR
OTM;KOTM;NA;41.106.368;'-92.449837;Ottumwa;US
OTN;;NA;38.851.782;'-87.49987;Oaktown;US
OTP;LROP;EU;44.572.127;26.103.396;Otopeni;RO
OTR;MRCC;NA;860.156;'-82.968754;Corredores;CR
OTS;;NA;48.498.513;'-122.662513;Anacortes;US
OTU;SKOT;SA;7.010.532;'-74.715398;Remedios;CO
OTZ;PAOT;NA;6.688.469.696;'-162.598999;Kotzebue;US
OUA;DFFD;AF;123.532;'-1.51242;Ouagadougou;BF
OUD;GMFO;AF;34.789.558;'-1.926041;Ahl Angad;MA
OUE;FCOU;AF;161.599;16.037.901;;CG
OUG;DFCC;AF;13.655.287;'-2.322067;Ouahigouya;BF
OUH;FAOH;AF;'-33.6069984436;22.188.999.176;Oudtshoorn;ZA
OUI;;EU;484.632;'-5.06358;Ushant;FR
OUL;EFOU;EU;64.930.099;25.354.601;Oulu / Oulunsalo;FI
OUN;KOUN;NA;352.456;'-97.472099;Norman;US
OUR;FKKI;AF;4.475;143.625;Batouri;CM
OUS;SDOU;SA;'-22.966598;'-49.912049;Ourinhos;BR
OUT;FTTS;AF;10.483;16.716.999;Bousso;TD
OUZ;GQPZ;AF;22.757.345;'-12.482228;Zouérate;MR
OVA;FMSL;AF;'-24.235694754699995;453.045.272.827;Bekily;MG
OVB;UNNT;EU;55.019.756;82.618.675;Novosibirsk;RU
OVD;LEAS;EU;43.563.599;'-6.03462;Ranón;ES
OVE;KOVE;NA;39.487.800.598.145;'-121.62200164795;Oroville;US
OVG;FAOB;AF;'-34.563474;20.252.438;Overberg;ZA
OVL;SCOV;SA;'-30.5592;'-71.175598;Ovalle;CL
OVR;SAZF;SA;'-36.889999;'-60.216599;Olavarria;AR
OVS;USHS;AS;61.326.622.009.277.300;6.360.191.345.214.840;Sovetskiy;RU
OWA;KOWA;NA;44.123.402;'-93.260597;Owatonna;US
OWB;KOWB;NA;3.774.010.086;'-87.16680145;Owensboro;US
OWD;KOWD;NA;421.904.983.521;'-71.1728973389;Norwood;US
OWK;KOWK;NA;447.155;'-69.866501;Norridgewock;US
OXB;GGOV;AF;11.894.800.186.157.200;'-15.65369987487793;Bissau;GW
OXC;KOXC;NA;4.147.859.954.834;'-73.135200500488;Oxford;US
OXD;KOXD;NA;3.950.230.026;'-84.78440094;Oxford;US
OXF;EGTK;EU;51.836.899;'-1.32;Kidlington, Oxfordshire;GB
OXR;KOXR;NA;34.200.801.849.365;'-119.20700073242;Oxnard;US
OXY;YMNY;OC;'-25.358299255371094;14.143.299.865.722.600;;AU
OYA;SATG;SA;'-29.1058;'-59.2189;Goya;AR
OYE;FOGO;AF;15.431.100.130.081.100;11.581.399.917.602.500;Oyem;GA
OYG;;AF;36.444;31.762.762;Moyo;UG
OYK;SBOI;SA;385.412;'-51.797056;Oiapoque;BR
OYL;HKMY;AF;346.972;39.101.398;Moyale (Lower);KE
OYN;YOUY;OC;'-35.088819;142.354.778;Ouyen;AU
OYO;SAZH;SA;'-38.3869;'-60.3297;Tres Arroyos;AR
OYP;SOOG;SA;38.976;'-51.8041;Saint-Georges-de-l'Oyapock;GF
OZA;KOZA;NA;30.735.300.064.087;'-101.20300292969;Ozona;US
OZC;RPMO;AS;817.851;123.842.003;Ozamiz;PH
OZH;UKDE;EU;47.867.000.579.833.900;3.531.570.053.100.580;Zaporizhia;UA
OZP;LEMO;EU;3.717.490.005.493.160;'-5.615940093994141;Morón;ES
OZR;KOZR;NA;3.127.569.962;'-85.71340179;Fort Rucker/Ozark;US
OZZ;GMMZ;AF;309.391.002.655;'-6.909430027010001;Ouarzazate;MA
PAA;VYPA;AS;168.937;97.674.599;Hpa-N;MM
PAB;VEBU;AS;219.884;82.111;Bilaspur;IN
PAC;MPMG;NA;897.334;'-79.555603;Albrook;PA
PAD;EDLP;EU;51.614.101;861.632;Büren;DE
PAE;KPAE;NA;479.063;'-122.281998;Everett;US
PAF;HUPA;AF;2.326.563;31.497.698;Pakuba;UG
PAG;RPMP;AS;7.825.632;123.459.635;Pagadian;PH
PAH;KPAH;NA;3.706.079.864.501.950;'-88.7738037109375;Paducah;US
PAJ;OPPC;AS;339.021;70.071.602;Parachinar;PK
PAK;PHPA;OC;218.969;'-159.602997;Hanapepe;US
PAL;SKPQ;SA;548.361;'-74.6574;La Dorada;CO
PAM;KPAM;NA;30.069.599;'-85.575401;Panama City;US
PAN;VTSK;AS;678.546;101.153.999;;TH
PAO;KPAO;NA;37.461.102;'-122.114998;Palo Alto;US
PAP;MTPP;NA;18.580.023;'-72.292596;Port-au-Prince;HT
PAQ;PAAQ;NA;61.594.898;'-149.08901;Palmer;US
PAS;LGPA;EU;37.020.495;25.113.195;Paros;GR
PAT;VEPT;AS;25.591.299;85.087.997;Patna;IN
PAU;VYPK;AS;214.492;944.869;Pauk;MM
PAV;SBUF;SA;'-9.40088;'-38.250599;Paulo Afonso;BR
PAX;MTPX;NA;19.934.045;'-72.84801;Port-de-Paix;HT
PAY;WBKP;AS;5.996.571;117.404.795;Pamol;MY
PAZ;MMPA;NA;206.026.992.798;'-97.46080017090001;Poza Rica;MX
PBA;;SA;'-13.5648;'-38.939999;Cairu;BR
PBB;SSPN;SA;'-19.651199340820312;'-51.19940185546875;Paranaíba;BR
PBC;MMPB;NA;19.158.465;'-98.371582;Puebla;MX
PBD;VAPR;AS;21.649.524;69.656.405;Porbandar;IN
